"Timestamp","Username","LSP","Assay","Batch","TestCount","Status","ReportPath"
"2026-01-07 08:27:23","jesper.fredriksson","34019","Xpress SARS-CoV-2 Flu RSV plus","1001515610","150","OK","C:\Users\JESPER~1.FRE\AppData\Local\Temp\jesper.fredriksson_output_34019_20260107_082722.xlsx"
